JMJD4 KRAS
NRAS FGG
NRAS EIF2AK2
NRAS SPECC1
NRAS CRABP1
NRAS WWC1
NRAS KLRD1
NRAS LIN7C
NRAS MID1
NRAS MKI67
NRAS ZFP37
NRAS ARAF
NRAS AR
NRAS RPL39
NRAS OAF
NRAS S1PR5
NRAS KPRP
NRAS METAP2
NRAS THAP10
NRAS GPAT3
NRAS STAR
NRAS STAT1
NRAS CHD7
NRAS MVP
NRAS RSPH14
NRAS RAC1
NRAS INTU
NRAS ZNF777
NRAS RNF130
NRAS FIP1L1
NRAS TMEM177
NRAS KCTD3
NRAS COPS4
NRAS PEAK1
NRAS LONRF3
NRAS ALMS1
NRAS AP2B1
NRAS TSPYL5
NRAS NF1
NRAS RPS4X
NRAS GLI3
NRAS RTN4RL2
NRAS CCDC120
NRAS BUB3
NRAS CCT3
NRAS BACH2
NRAS KDM5B
NRAS HBS1L
NRAS SLC7A5
NRAS PLK2
NRAS ETFBKMT
NRAS FADS2
NRAS GID8
NRAS ZNF608
NRAS RASL11A
NRAS ZFYVE16
NRAS IL10RA
NRAS C3orf33
NRAS FLYWCH1
NRAS HOXC11
NRAS DACH1
NRAS DAG1
NRAS MASTL
NRAS RAB33B
NRAS FCGBP
NRAS UNC80
NRAS C4orf46
NRAS ZBTB34
NRAS HSPD1
NRAS DNASE1L1
NRAS CRYL1
NRAS TAF15
NRAS NMI
NRAS METRNL
NRAS CMTR1
NRAS DYNLT3
NRAS PPP2R1B
NRAS PPP1R8
NRAS PRDM4
NRAS RCHY1
NRAS HAL
NRAS WAC
NRAS GPR61
NRAS PLEKHG4
NRAS A2ML1
NRAS ATL2
NRAS WDR83
NRAS MAP2K5
NRAS C2CD2
NRAS ADA2
NRAS ADGRA2
NRAS FIGN
NRAS ADAMTS18
NRAS SHE
NRAS ARL8A
NRAS KIT
NRAS NBEAL1
NRAS SCFD1
NRAS SRSF1
NRAS DENND5B
NRAS KMT2A
NRAS ZNF2
NRAS MED13L
NRAS ZFX
NRAS TMEM19
NRAS MINDY1
NRAS PCID2
NRAS XKR6
NRAS RPL34
NRAS SF3B6
NRAS NEFL
NRAS FLVCR2
NRAS RAB5B
NRAS UBXN2A
NRAS GC
NRAS SUGP1
NRAS ACSL4
NRAS MYBL2
NRAS MAP2K1
NRAS CTSB
NRAS SPINK2
NRAS NCKIPSD
NRAS PLIN2
NRAS CTC1
NRAS GLB1
NRAS SPATA17
NRAS RBBP6
NRAS ZNF383
NRAS ARHGAP36
NRAS PAFAH1B1
NRAS TMPRSS13
NRAS C18orf54
NRAS NOL3
NRAS KALRN
NRAS RREB1
NRAS DGLUCY
NRAS WWC2
NRAS PHC3
NRAS RPS25
NRAS SLC2A2
NRAS EIF4A3
NRAS NAV3
NRAS FBXW10
NRAS EFNB2
NRAS ADGRG1
NRAS U2AF1
NRAS CALR
NRAS CAMK2D
NRAS MPHOSPH6
NRAS USPL1
NRAS PI3
NRAS RNF41
NRAS SERPINB5
NRAS IREB2
NRAS RHBDL2
NRAS ANXA5
NRAS SUV39H2
NRAS MDH1
NRAS MDH2
NRAS MPO
NRAS KIF2C
NRAS IL24
NRAS SKP1
NRAS HEATR1
NRAS HMBOX1
NRAS KIF5C
NRAS EXOSC8
NRAS FMR1NB
NRAS MIA
NRAS PSMC5
NRAS PPWD1
NRAS CTDNEP1
NRAS APOC1
NRAS H2AC1
NRAS STRADA
NRAS VPS53
NRAS ANKRD13C
NRAS FAM76B
NRAS NF2
NRAS SFPQ
NRAS MCM5
NRAS MCM6
NRAS KCNG4
NRAS KCNQ5
NRAS NECAP1
NRAS GFPT2
NRAS LRRC10
NRAS TRIM39
NRAS HCN3
NRAS CCDC112
NRAS PLAA
NRAS TUBGCP4
NRAS ZC3H18
NRAS SMC4
NRAS NAA15
NRAS IFI6
NRAS EFCAB12
NRAS ABCA10
NRAS CNPY3
NRAS CCT8
NRAS COBLL1
NRAS CHSY3
NRAS RRM1
NRAS PHTF1
NRAS NOP56
NRAS TSSK1B
NRAS SPHK1
NRAS UBA1
NRAS UBC
NRAS EXOSC4
NRAS WDR36
NRAS CAPN3
NRAS COX4I2
NRAS MSLN
NRAS SLU7
NRAS DNAJB2
NRAS PPL
NRAS OTOF
NRAS CD14
NRAS GNS
NRAS RTN2
NRAS SH3PXD2B
NRAS COL1A1
NRAS SLC30A3
NRAS TNXB
NRAS TNNT3
NRAS TIMM22
NRAS CDH5
NRAS TLCD2
NRAS OSBPL9
NRAS LSM5
NRAS CDC73
NRAS NKAP
NRAS PSEN1
NRAS MOS
NRAS RAPGEF1
NRAS AAR2
NRAS A2M
NRAS CNOT1
NRAS SLC25A26
NRAS ADAMTSL5
NRAS OIP5
NRAS ASB10
NRAS NAT2
NRAS ABCB5
NRAS SPATA6L
NRAS PSMD12
NRAS TMEM248
NRAS LACC1
NRAS SSR3
NRAS IYD
NRAS NMNAT1
NRAS CDC37L1
NRAS SPOUT1
NRAS EIF5A2
NRAS DDX43
NRAS ELOVL7
NRAS ADPRS
NRAS CCDC51
NRAS HM13
NRAS ADGRL1
NRAS NADK
NRAS TSPAN15
NRAS ZNF584
NRAS TOMM6
NRAS UBE2R2
NRAS FBL
NRAS ZPR1
NRAS MYBPC3
NRAS RAB3IP
NRAS ASB7
NRAS THOC7
NRAS NCAPG
NRAS RRM2B
NRAS HIBCH
NRAS PSKH2
NRAS NPR2
NRAS KCMF1
NRAS SEH1L
NRAS NCKAP1
NRAS CHST8
NRAS GRHL2
NRAS DSCAM
NRAS UBAC2
NRAS DSC1
NRAS RXRG
NRAS CSNK1G1
NRAS PDZD8
NRAS SFXN2
NRAS EXOSC10
NRAS PATZ1
NRAS HRG
NRAS GARRE1
NRAS CAPZB
NRAS TTC39A
NRAS KDM2A
NRAS RMI2
NRAS ZDHHC16
NRAS CDC16
NRAS RIMS1
NRAS NAE1
NRAS ZNF512
NRAS VPS13C
NRAS NLRC4
NRAS CD96
NRAS HSPA9
NRAS CACNB4
NRAS ZNF550
NRAS ABR
NRAS LMAN1L
NRAS TOP2A
NRAS ZNF260
NRAS CYP11B1
NRAS TTPAL
NRAS BFSP1
NRAS ATG16L2
NRAS CUL5
NRAS PRTN3
NRAS NAA10
NRAS ZBTB8OS
NRAS IBTK
NRAS EIF3A
NRAS EIF3C
NRAS EIF3F
NRAS EIF3G
NRAS ZCCHC24
NRAS KCNRG
NRAS CYBC1
NRAS MAD2L1
NRAS XAGE3
NRAS VPS33A
NRAS DDX42
NRAS DTX4
NRAS RNF40
NRAS UBE2U
NRAS CDKL1
NRAS SRP72
NRAS TRIM21
NRAS CDC45
NRAS DCTN3
NRAS KIF14
NRAS ARID1B
NRAS NOP10
NRAS SVEP1
NRAS IARS2
NRAS SRD5A1
NRAS SNTB2
NRAS SNX2
NRAS UTP14A
NRAS ANAPC4
NRAS DSTYK
NRAS RNF20
NRAS LAPTM5
NRAS TNRC6C
NRAS EIF3E
NRAS ASPHD2
NRAS GABPB1
NRAS GABRA6
NRAS SEC13
NRAS AKR1A1
NRAS OXA1L
NRAS PDHB
NRAS SEM1
NRAS PSMF1
NRAS PDCD5
NRAS RYR2
NRAS GOT2
NRAS MAGEC3
NRAS FABP3
NRAS FANCC
NRAS FANCD2
NRAS TUBB1
NRAS TP53I3
NRAS CIR1
NRAS DOCK5
NRAS KIAA0408
NRAS TFB2M
NRAS CRY1
NRAS TK2
NRAS CHAF1A
NRAS MN1
NRAS CASQ1
NRAS PDCD11
NRAS MYH15
NRAS RAB41
NRAS TCTE1
NRAS CCHCR1
NRAS BTBD1
NRAS ERCC6L
NRAS SQOR
NRAS PKD2L1
NRAS SPRY2
NRAS SEPTIN1
NRAS DKC1
NRAS ZGPAT
NRAS FCRL3
NRAS ERCC6L2
NRAS MYL11
NRAS TAF12
NRAS CYP27A1
NRAS CDK9
NRAS PLK1
NRAS PLG
NRAS KPNA7
NRAS TPH1
NRAS IFI27L2
NRAS CRELD2
NRAS MLF2
NRAS CSN1S1
NRAS TBC1D1
NRAS RRS1
NRAS ELP5
NRAS ATP2A2
NRAS KDM3B
NRAS ATP1B3
NRAS CARHSP1
NRAS REX1BD
NRAS TOMM20
NRAS ZNF33A
NRAS ZSCAN9
NRAS NDUFS4
NRAS STMN1
NRAS SREBF2
NRAS SRP54
NRAS DCBLD2
NRAS PPP1R32
NRAS MATN2
NRAS RBM8A
NRAS UBE2D4
NRAS DCLRE1A
NRAS CCDC14
NRAS SLC35G2
NRAS DCTN4
NRAS SGMS1
NRAS STARD10
NRAS STK33
NRAS SDCCAG8
NRAS RAP1GDS1
NRAS AHCY
NRAS ZNF695
NRAS ITGA5
NRAS AGBL5
NRAS ANAPC1
NRAS FBXW8
NRAS NOL10
NRAS FABP4
NRAS DCAF1
NRAS LRRC32
NRAS HDAC9
NRAS UBTF
NRAS PDE3A
NRAS PXDC1
NRAS ELOVL3
NRAS GATAD2A
NRAS GTPBP2
NRAS TEF
NRAS NAT8
NRAS RIDA
NRAS KBTBD3
NRAS CRNN
NRAS RAB29
NRAS WDR37
NRAS MRPL49
NRAS ANAPC2
NRAS EVC2
NRAS RASGEF1C
NRAS SNX10
NRAS TPP2
NRAS GSTA3
NRAS CCAR2
NRAS PLP1
NRAS CTTNBP2
NRAS UBE3B
NRAS LENG1
NRAS KLHL36
NRAS FAM9B
NRAS DET1
NRAS CLMN
NRAS PIM2
NRAS ODF3L1
NRAS HLA-DOB
NRAS RAD9B
NRAS CSTF1
NRAS LAMTOR3
NRAS SNRNP200
NRAS MOB3A
NRAS COL11A1
NRAS EOLA1
NRAS UTP25
NRAS HEBP2
NRAS CNOT9
NRAS CD82
NRAS NRDE2
NRAS PRKCSH
NRAS MICAL3
NRAS TOGARAM1
NRAS TCAF2
NRAS ZNF207
NRAS ALG3
NRAS GCM2
NRAS PRR4
NRAS UCHL5
NRAS MAP4
NRAS PSMB4
NRAS PSMB5
NRAS PSMB6
NRAS PINK1
NRAS KRT1
NRAS SLC26A6
NRAS TTC7B
NRAS TRIM36
NRAS PARP12
NRAS MPHOSPH10
NRAS LSS
NRAS DUSP22
NRAS RAB9B
NRAS UBA6
NRAS ACP6
NRAS FGL2
NRAS REG1A
NRAS GON4L
NRAS ATP13A4
NRAS LY6G6C
NRAS KLHL8
NRAS CNTN4
NRAS KHDRBS3
NRAS MTX2
NRAS DDX39B
NRAS EDA2R
NRAS GLYATL3
NRAS CD81
NRAS PLEKHS1
NRAS NUP43
NRAS CNTNAP1
NRAS NOP14
NRAS AGTR1
NRAS NANP
NRAS GATA6
NRAS ADAMDEC1
NRAS RBM39
NRAS HSD3B2
NRAS EEF1A1
NRAS CBL
NRAS CARM1
NRAS NET1
NRAS CCIN
NRAS CEBPZ
NRAS RSBN1
NRAS ATP5PD
NRAS SRR
NRAS NIFK
NRAS DIS3
NRAS SEPTIN4
NRAS CA12
NRAS ZBTB39
NRAS MIS18A
NRAS HCK
NRAS RTL6
NRAS ZBTB5
NRAS FA2H
NRAS MICAL1
NRAS UGCG
NRAS DDX52
NRAS NUMB
NRAS TMEM102
NRAS SPTY2D1
NRAS HDAC7
NRAS MAPK8
NRAS MAPK7
NRAS NUP205
NRAS AK9
NRAS USP30
NRAS DNAJC11
NRAS KLK8
NRAS IFNA6
NRAS FZD8
NRAS ATG4A
NRAS NCAPD2
NRAS WDR97
NRAS PSMA7
NRAS PSMA4
NRAS PSMA6
NRAS PSMA5
NRAS PSMA1
NRAS SDR42E1
NRAS BCL2L13
NRAS LTBP2
NRAS GPN3
NRAS HSPA14
NRAS LSM3
NRAS HSCB
NRAS ARID5A
NRAS ILK
NRAS PTPN1
NRAS DCLK2
NRAS MACROD2
NRAS CCT6A
NRAS TCERG1
NRAS TAOK1
NRAS RRP9
NRAS GALC
NRAS IFT80
NRAS NVL
NRAS NCAM1
NRAS PRKAR2B
NRAS VMP1
NRAS HSD3B7
NRAS GNPDA1
NRAS SHTN1
NRAS PALMD
NRAS UBE2K
NRAS CBR3
NRAS IFIT2
NRAS MMUT
NRAS NXF1
NRAS MX1
NRAS CCND2
NRAS FCHO1
NRAS PDX1
NRAS ZCCHC13
NRAS PFDN1
NRAS UBE2M
NRAS ALLC
NRAS TAF6
NRAS TAF5
NRAS TAF1
NRAS CDK13
NRAS CFL1
NRAS C2orf16
NRAS DES
NRAS DEFA5
NRAS ESS2
NRAS PNPLA4
NRAS BRCA2
NRAS SYPL2
NRAS MNDA
NRAS BRAF
NRAS UBE2O
NRAS PDSS2
NRAS ELP1
NRAS RLF
NRAS SRSF9
NRAS TBCD
NRAS STAU2
NRAS PKIA
NRAS ZFC3H1
NRAS CUX1
NRAS GPATCH1
NRAS MAGOH
NRAS IRAK3
NRAS FBXO44
NRAS VHL
NRAS MTOR
NRAS DICER1
NRAS LTK
NRAS SF3A1
NRAS JAK1
NRAS ARPC2
NRAS IL1RAP
NRAS SERINC1
NRAS RPP25L
NRAS DPAGT1
NRAS SYT14
NRAS GRM8
NRAS ICOS
NRAS CCDC170
NRAS TNIK
NRAS CTNNA1
NRAS TOMM40
NRAS PIN1
NRAS CENPE
NRAS RNF166
NRAS DHX9
NRAS GP9
NRAS BCL2L1
NRAS USP9X
NRAS PIP4K2A
NRAS SAE1
NRAS SLC66A1
NRAS SLC7A3
NRAS CRY2
NRAS COX7B
NRAS DYNLRB1
NRAS MAP3K1
NRAS ORC5
NRAS CCDC82
NRAS ACE2
NRAS ZC3H13
NRAS HIGD2A
NRAS DCAF13
NRAS ODC1
NRAS NEDD4L
NRAS MYLK3
NRAS ILDR2
NRAS EXOSC1
NRAS MRPL3
NRAS CRNKL1
NRAS NFATC2
NRAS CLPX
NRAS POLR1G
NRAS DNAJB8
NRAS TMEM86B
NRAS BPIFA2
NRAS TAP2
NRAS MTBP
NRAS RPGR
NRAS RASGRF2
NRAS TFCP2L1
NRAS PLEKHG2
NRAS STT3A
NRAS POLB
NRAS CSNK2A1
NRAS ISG20L2
NRAS ARPC5L
NRAS R3HDM2
NRAS ZMYM5
NRAS ATAD2B
NRAS RPIA
NRAS SQSTM1
NRAS SNW1
NRAS DGKI
NRAS TUBAL3
NRAS COPS3
NRAS RNF128
NRAS PGPEP1
NRAS TTBK2
NRAS PRTFDC1
NRAS NUP93
NRAS TCHHL1
NRAS SCN4A
NRAS RPF2
NRAS GEMIN5
NRAS IL2RB
NRAS IL2RG
NRAS PCGF5
NRAS RPP38
NRAS FRMPD1
NRAS UBA52
NRAS PPM1E
NRAS AGPAT2
NRAS ULBP2
NRAS CD226
NRAS COPS5
NRAS ALKBH3
NRAS ERN2
NRAS ZNF74
NRAS RPF1
NRAS HMGN2
NRAS DIDO1
NRAS ZNF76
NRAS CSE1L
NRAS CS
NRAS CYFIP1
NRAS UBAP2L
NRAS CNGA2
NRAS FAM167A
NRAS KANSL1
NRAS ICMT
NRAS DHX15
NRAS DDX46
NRAS ELOA
NRAS PHF7
NRAS TRMO
NRAS TRIM3
NRAS JADE2
NRAS USP49
NRAS ARHGAP18
NRAS HEMK1
NRAS ATP1A2
NRAS CDCA8
NRAS RAD51AP2
NRAS FARS2
NRAS XK
NRAS PDE4DIP
NRAS CAB39
NRAS YBX2
NRAS IPO9
NRAS DCX
NRAS POLR3B
NRAS NOP16
NRAS TMEM150A
NRAS ING1
NRAS CSRNP1
NRAS PHF5A
NRAS RPL17
NRAS RPL13
NRAS NUB1
NRAS GTF2B
NRAS SCFD2
NRAS ANKRD26
NRAS SUZ12
NRAS ATG5
NRAS FOXA2
NRAS RSRP1
NRAS NARS1
NRAS SCARF1
NRAS PDZK1
NRAS HNRNPM
NRAS PRKAR1B
NRAS IKBKB
NRAS CDC25B
NRAS CDC27
NRAS UBA2
NRAS LAS1L
NRAS MSRB2
NRAS ADH1A
NRAS POGLUT2
NRAS RPA2
NRAS DNAJC6
NRAS DNTTIP1
NRAS NOL8
NRAS TRIM44
NRAS GPATCH2
NRAS MFSD6
NRAS NEU1
NRAS APLP1
NRAS CD2BP2
NRAS IARS1
NRAS ZZZ3
NRAS USP6
NRAS HNRNPC
NRAS ACTR1A
NRAS TMEM17
NRAS EMG1
NRAS HAUS4
NRAS CILK1
NRAS DHX38
NRAS GSPT1
NRAS TUBGCP3
NRAS AHCTF1
NRAS NDUFA9
NRAS SP4
NRAS PLA2G2A
NRAS ASPH
NRAS SRSF8
NRAS PLAUR
NRAS FBXL20
NRAS NEK1
NRAS ADCY8
NRAS ANKRD20A1
NRAS BRIX1
NRAS TMEM109
NRAS GOLGB1
NRAS FAM3C
NRAS POLR2H
NRAS CRYM
NRAS POLR2J
NRAS C7
NRAS KAT6B
NRAS SRD5A3
NRAS FAM114A1
NRAS PSMD6
NRAS KCNJ3
NRAS C6
NRAS MAPKAPK5
NRAS RAD23B
NRAS FGD1
NRAS DCXR
NRAS AP4E1
NRAS PCGF2
NRAS FMN1
NRAS SNRPC
NRAS TUBGCP5
NRAS FAM178B
NRAS CXCL8
NRAS LOXL2
NRAS TRNT1
NRAS LIG3
NRAS ZC3H15
NRAS EIF2S2
NRAS RPL4
NRAS ZNRF1
NRAS ERH
NRAS CTTNBP2NL
NRAS TRIM52
NRAS EYA4
NRAS UNKL
NRAS AMFR
NRAS MRPL39
NRAS MYO1E
NRAS KRT32
NRAS RGS22
NRAS CHMP2B
NRAS SH2D3A
NRAS CDC5L
NRAS NRDC
NRAS HHATL
NRAS SLC11A2
NRAS YME1L1
NRAS ATP10A
NRAS AEBP2
NRAS TTC21B
NRAS ZNRF3
NRAS RPL35
NRAS DVL3
NRAS SELENOS
NRAS TRIM46
NRAS EAF1
NRAS UHRF2
NRAS COPS2
NRAS KIF4A
NRAS PYM1
NRAS NR1H2
NRAS TMEM184A
NRAS CKAP5
NRAS MTA2
NRAS MFSD12
NRAS MPDZ
NRAS LGALSL
NRAS EIF4G2
NRAS EIF4G1
NRAS HSDL2
NRAS ABI3
NRAS ALKBH7
NRAS MARCHF5
NRAS SNAP23
NRAS ILF2
NRAS GPD1
NRAS MSL2
NRAS CLDN10
NRAS HNF4G
NRAS SPAST
NRAS POLG
NRAS GRTP1
NRAS POLA1
NRAS COPS8
NRAS PRPF19
NRAS UNC45A
NRAS DLG4
NRAS SYNM
NRAS NNT
NRAS EPS8L1
NRAS ZNF418
NRAS PHF20
NRAS HOMER1
NRAS KLHL25
NRAS ITM2A
NRAS ERBIN
NRAS TCOF1
NRAS KARS1
NRAS ECH1
NRAS NCL
NRAS TMEM126A
NRAS CPSF2
NRAS FBXL7
NRAS BCORL1
NRAS ST6GALNAC5
NRAS ALG2
NRAS SULT4A1
NRAS SNUPN
NRAS MCPH1
NRAS HUWE1
NRAS ATP9A
NRAS MACIR
NRAS PIAS1
NRAS KLHL38
NRAS NDUFA12
NRAS MFF
NRAS SEMA7A
NRAS ZMAT1
NRAS CLIC4
HRAS DOCK10
HRAS LIPG
HRAS SULT1B1
HRAS UTP4
HRAS RFC3
HRAS MRPL30
HRAS RFC5
HRAS XRCC1
HRAS XPO1
HRAS NGLY1
HRAS BFAR
HRAS MRPL23
HRAS RPL30
HRAS METTL14
HRAS ITFG1
HRAS SULT1A2
HRAS QARS1
HRAS SRMS
HRAS NQO2
HRAS KCNMA1
HRAS AMPH
HRAS GIMAP2
HRAS TMEM30B
HRAS SHCBP1L
HRAS TMED8
HRAS CACNA2D2
HRAS GOSR1
HRAS DHX30
HRAS ZNF579
HRAS ACOT11
HRAS TBX20
HRAS CDKL3
HRAS SRPK3
HRAS NSA2
HRAS G3BP1
HRAS GNL3L
HRAS NECAB2
HRAS ENPP4
HRAS BTN2A2
HRAS ZC3HAV1L
HRAS FEZ2
HRAS TTC3
HRAS NCOR1
HRAS RPS12
HRAS RPS14
HRAS RPS15
HRAS INO80E
HRAS CLSTN3
HRAS ACVR2B
HRAS ACVRL1
HRAS ACTR2
HRAS ARPC3
HRAS DBT
HRAS HASPIN
HRAS ARHGAP24
HRAS BIRC5
HRAS SOCS2
HRAS POLDIP3
HRAS PIWIL4
HRAS CASS4
HRAS UPF1
HRAS CLU
HRAS POU2F2
HRAS CLIC1
HRAS CLK2
HRAS DDX21
HRAS USP25
HRAS POFUT1
HRAS NCOA6
HRAS GMPPB
HRAS LRRC39
HRAS CBS
HRAS PPFIA1
HRAS DCDC2
HRAS SHKBP1
HRAS SLC25A1
HRAS RGS5
HRAS NOL6
HRAS KIF11
HRAS HSFX1
HRAS DRAM1
HRAS WDR3
HRAS RGCC
HRAS KLF3
HRAS YES1
HRAS NEDD8
HRAS SLC15A3
HRAS CCNA2
HRAS ERGIC2
HRAS UBE2Z
HRAS PACC1
HRAS TMED10
HRAS ASCC3
HRAS NDUFV2
HRAS FERMT2
HRAS ZC3H10
HRAS KCNA10
HRAS KCNA5
HRAS TRERF1
HRAS GALNT15
HRAS TTLL3
HRAS SIRPA
HRAS ELL
HRAS SH3GLB1
HRAS JADE3
HRAS RAB22A
HRAS POLR1C
HRAS STARD7
HRAS KLB
HRAS BMPR1A
HRAS EPS8
HRAS EPRS1
HRAS ZFP2
HRAS GRAP2
HRAS ST7
HRAS POLR3F
HRAS UGT3A1
HRAS ADAM22
HRAS BASP1
HRAS EPB41L4B
HRAS IKZF2
HRAS KNL1
HRAS SPC24
HRAS POLD3
HRAS FHIP1B
HRAS RPS17
HRAS CZIB
HRAS USP38
HRAS CCT2
HRAS UBE2E1
HRAS UBE2D1
HRAS CXCL16
HRAS UBE2I
HRAS GLT8D2
HRAS PROM1
HRAS CDCA3
HRAS GPX4
HRAS CAMKV
HRAS THRSP
HRAS THRA
HRAS PON2
HRAS VTI1A
HRAS SERPINB12
HRAS EFL1
HRAS CYLD
HRAS CIT
HRAS EMID1
HRAS RIOK1
HRAS KMT5B
HRAS STOML3
HRAS UBQLN2
HRAS LRRN4CL
HRAS THOC1
HRAS NUP214
HRAS OLIG2
HRAS FGG
HRAS EIF2AK2
HRAS SPECC1
HRAS CRABP1
HRAS WWC1
HRAS KLRD1
HRAS LIN7C
HRAS MID1
HRAS MKI67
HRAS ZFP37
HRAS ARAF
HRAS AR
HRAS RPL39
HRAS OAF
HRAS S1PR5
HRAS KPRP
HRAS METAP2
HRAS THAP10
HRAS GPAT3
HRAS STAR
HRAS STAT1
HRAS CHD7
HRAS MVP
HRAS RSPH14
HRAS RAC1
HRAS INTU
HRAS ZNF777
HRAS RNF130
HRAS FIP1L1
HRAS TMEM177
HRAS KCTD3
HRAS COPS4
HRAS PEAK1
HRAS LONRF3
HRAS ALMS1
HRAS AP2B1
HRAS TSPYL5
HRAS NF1
HRAS RPS4X
HRAS GLI3
HRAS RTN4RL2
HRAS CCDC120
HRAS BUB3
HRAS CCT3
HRAS BACH2
HRAS KDM5B
HRAS HBS1L
HRAS SLC7A5
HRAS PLK2
HRAS ETFBKMT
HRAS FADS2
HRAS GID8
HRAS ZNF608
HRAS RASL11A
HRAS ZFYVE16
HRAS IL10RA
HRAS C3orf33
HRAS FLYWCH1
HRAS HOXC11
HRAS DACH1
HRAS DAG1
HRAS MASTL
HRAS RAB33B
HRAS FCGBP
HRAS UNC80
HRAS C4orf46
HRAS ZBTB34
HRAS HSPD1
HRAS DNASE1L1
HRAS CRYL1
HRAS TAF15
HRAS NMI
HRAS METRNL
HRAS CMTR1
HRAS DYNLT3
HRAS PPP2R1B
HRAS PPP1R8
HRAS PRDM4
HRAS RCHY1
HRAS HAL
HRAS WAC
HRAS GPR61
HRAS PLEKHG4
HRAS A2ML1
HRAS ATL2
HRAS WDR83
HRAS MAP2K5
HRAS C2CD2
HRAS ADA2
HRAS ADGRA2
HRAS FIGN
HRAS ADAMTS18
HRAS SHE
HRAS ARL8A
HRAS KIT
HRAS NBEAL1
HRAS SCFD1
HRAS SRSF1
HRAS DENND5B
HRAS KMT2A
HRAS ZNF2
HRAS MED13L
HRAS ZFX
HRAS TMEM19
HRAS MINDY1
HRAS PCID2
HRAS XKR6
HRAS RPL34
HRAS SF3B6
HRAS NEFL
HRAS FLVCR2
HRAS RAB5B
HRAS UBXN2A
HRAS GC
HRAS SUGP1
HRAS ACSL4
HRAS MYBL2
HRAS MAP2K1
HRAS CTSB
HRAS SPINK2
HRAS NCKIPSD
HRAS PLIN2
HRAS CTC1
HRAS GLB1
HRAS SPATA17
HRAS RBBP6
HRAS ZNF383
HRAS ARHGAP36
HRAS PAFAH1B1
HRAS TMPRSS13
HRAS C18orf54
HRAS NOL3
HRAS KALRN
HRAS RREB1
HRAS DGLUCY
HRAS WWC2
HRAS PHC3
HRAS RPS25
HRAS SLC2A2
HRAS EIF4A3
HRAS NAV3
HRAS FBXW10
HRAS EFNB2
HRAS ADGRG1
HRAS U2AF1
HRAS CALR
HRAS CAMK2D
HRAS MPHOSPH6
HRAS USPL1
HRAS PI3
HRAS RNF41
HRAS SERPINB5
HRAS IREB2
HRAS RHBDL2
HRAS ANXA5
HRAS SUV39H2
HRAS MDH1
HRAS MDH2
HRAS MPO
HRAS KIF2C
HRAS IL24
HRAS SKP1
HRAS HEATR1
HRAS HMBOX1
HRAS KIF5C
HRAS EXOSC8
HRAS FMR1NB
HRAS MIA
HRAS PSMC5
HRAS PPWD1
HRAS CTDNEP1
HRAS APOC1
HRAS H2AC1
HRAS STRADA
HRAS VPS53
HRAS ANKRD13C
HRAS FAM76B
HRAS NF2
HRAS SFPQ
HRAS MCM5
HRAS MCM6
HRAS KCNG4
HRAS KCNQ5
HRAS NECAP1
HRAS GFPT2
HRAS LRRC10
HRAS TRIM39
HRAS HCN3
HRAS CCDC112
HRAS PLAA
HRAS TUBGCP4
HRAS ZC3H18
HRAS SMC4
HRAS NAA15
HRAS IFI6
HRAS EFCAB12
HRAS ABCA10
HRAS CNPY3
HRAS CCT8
HRAS COBLL1
HRAS CHSY3
HRAS RRM1
HRAS PHTF1
HRAS NOP56
HRAS TSSK1B
HRAS SPHK1
HRAS UBA1
HRAS UBC
HRAS EXOSC4
HRAS WDR36
HRAS CAPN3
HRAS COX4I2
HRAS MSLN
HRAS SLU7
HRAS DNAJB2
HRAS PPL
HRAS OTOF
HRAS CD14
HRAS GNS
HRAS RTN2
HRAS SH3PXD2B
HRAS COL1A1
HRAS SLC30A3
HRAS TNXB
HRAS TNNT3
HRAS TIMM22
HRAS CDH5
HRAS TLCD2
HRAS OSBPL9
HRAS LSM5
HRAS CDC73
HRAS NKAP
HRAS PSEN1
HRAS MOS
HRAS RAPGEF1
HRAS AAR2
HRAS A2M
HRAS CNOT1
HRAS SLC25A26
HRAS ADAMTSL5
HRAS OIP5
HRAS ASB10
HRAS NAT2
HRAS ABCB5
HRAS SPATA6L
HRAS PSMD12
HRAS TMEM248
HRAS LACC1
HRAS SSR3
HRAS IYD
HRAS NMNAT1
HRAS CDC37L1
HRAS SPOUT1
HRAS EIF5A2
HRAS DDX43
HRAS ELOVL7
HRAS ADPRS
HRAS CCDC51
HRAS HM13
HRAS ADGRL1
HRAS NADK
HRAS TSPAN15
HRAS ZNF584
HRAS TOMM6
HRAS UBE2R2
HRAS FBL
HRAS ZPR1
HRAS MYBPC3
HRAS RAB3IP
HRAS ASB7
HRAS THOC7
HRAS NCAPG
HRAS RRM2B
HRAS HIBCH
HRAS PSKH2
HRAS NPR2
HRAS KCMF1
HRAS SEH1L
HRAS NCKAP1
HRAS CHST8
HRAS GRHL2
HRAS DSCAM
HRAS UBAC2
HRAS DSC1
HRAS RXRG
HRAS CSNK1G1
HRAS PDZD8
HRAS SFXN2
HRAS EXOSC10
HRAS PATZ1
HRAS HRG
HRAS GARRE1
HRAS CAPZB
HRAS TTC39A
HRAS KDM2A
HRAS RMI2
HRAS ZDHHC16
HRAS CDC16
HRAS RIMS1
HRAS NAE1
HRAS ZNF512
HRAS VPS13C
HRAS NLRC4
HRAS CD96
HRAS HSPA9
HRAS CACNB4
HRAS ZNF550
HRAS ABR
