JMJD4 KRAS
NAE1 ULK2
NAE1 CD3E
NAE1 SGPL1
NAE1 HPD
NAE1 UBA1
NAE1 PTRH1
NAE1 SLC9B2
NAE1 CAPN3
NAE1 UBA5
NAE1 RPAP2
NAE1 ERCC2
NAE1 CD14
NAE1 DHFR
NAE1 DHCR24
NAE1 GAS2L2
NAE1 DTWD2
NAE1 PGRMC1
NAE1 CCNE2
NAE1 CHRNA1
NAE1 FAF1
NAE1 OPA1
NAE1 SLC30A2
NAE1 AKAP8L
NAE1 C11orf65
NAE1 TNS1
NAE1 CYFIP2
NAE1 FETUB
NAE1 TNP1
NAE1 H2AX
NAE1 CDH11
NAE1 GCC1
NAE1 PSEN1
NAE1 XBP1
NAE1 CCS
NAE1 ABCB5
NAE1 PSMD12
NAE1 PSMD10
NAE1 MDC1
NAE1 LALBA
NAE1 LAMA2
NAE1 SSRP1
NAE1 PYCARD
NAE1 BCL2L2
NAE1 USP15
NAE1 HS3ST3A1
NAE1 AKT1
NAE1 UMOD
NAE1 ADPRS
NAE1 IQCH
NAE1 YEATS2
NAE1 CASP4
NAE1 APOH
NAE1 FEN1
NAE1 TRAF1
NAE1 RBBP8
NAE1 PRPF40B
NAE1 ZNF584
NAE1 ZDBF2
NAE1 CASP6
NAE1 DAZ4
NAE1 DAP3
NAE1 CCN1
NAE1 UBE2R2
NAE1 MRPL40
NAE1 RRM2B
NAE1 FBXO6
NAE1 FBXO5
NAE1 LAMTOR4
NAE1 NCKAP1
NAE1 AIMP2
NAE1 TRIB3
NAE1 CSRNP3
NAE1 BABAM2
NAE1 CNTN5
NAE1 ATG7
NAE1 PMS2
NAE1 IGBP1
NAE1 CASP3
NAE1 CASP1
NAE1 RMI2
NAE1 RNF135
NAE1 CASP5
NAE1 FOXO4
NAE1 LAMP2
NAE1 MARCHF6
NAE1 PAK4
NAE1 KMT5C
NAE1 MAEA
NAE1 SP1
NAE1 SRM
NAE1 RNF8
NAE1 SREBF2
NAE1 PPIP5K1
NAE1 PPP1R13B
NAE1 EIF2A
NAE1 NFE2L2
NAE1 IL1A
NAE1 IKBKB
NAE1 IK
NAE1 MRFAP1
NAE1 UBE2D4
NAE1 BABAM1
NAE1 BIVM
NAE1 DCLRE1A
NAE1 BNIP3L
NAE1 ELMOD1
NAE1 DOCK1
NAE1 BNIP2
NAE1 RMND5B
NAE1 DMC1
NAE1 CARD11
NAE1 PARP3
NAE1 TNFAIP3
NAE1 FZR1
NAE1 NRG2
NAE1 KBTBD8
NAE1 PARP2
NAE1 DHX15
NAE1 SNAI2
NAE1 USP11
NAE1 CFTR
NAE1 UBE2C
NAE1 CENPX
NAE1 AHR
NAE1 HLCS
NAE1 HMGB1
NAE1 HMGB2
NAE1 ANAPC1
NAE1 MAD2L2
NAE1 SLIT3
NAE1 XRCC6
NAE1 ICAM1
NAE1 BEGAIN
NAE1 DACH2
NAE1 LIN52
NAE1 DAPK1
NAE1 MOCS3
NAE1 DCC
NAE1 MAP3K5
NAE1 OMA1
NAE1 PGS1
NAE1 RBFOX3
NAE1 TCF7L2
NAE1 C9orf43
NAE1 UIMC1
NAE1 PTPN6
NAE1 CCNH
NAE1 DUSP6
NAE1 PCGF2
NAE1 PRKCA
NAE1 DUSP5
NAE1 TMEM213
NAE1 UBE2K
NAE1 HIF1A
NAE1 HK2
NAE1 HDX
NAE1 CHD1L
NAE1 EEF1D
NAE1 LIG4
NAE1 FBH1
NAE1 HDAC9
NAE1 ZNF334
NAE1 FAR2
NAE1 XIAP
NAE1 BIRC3
NAE1 APLP1
NAE1 SFN
NAE1 AGFG2
NAE1 PCNA
NAE1 HSF1
NAE1 PDCD1
NAE1 MAD2L1
NAE1 GZMB
NAE1 LHFPL5
NAE1 TREX2
NAE1 BTRC
NAE1 FKBPL
NAE1 ZNF69
NAE1 CCDC28A
NAE1 MORF4L2
NAE1 TP53RK
NAE1 DAPK3
NAE1 CCBE1
NAE1 AFAP1
NAE1 TMBIM6
NAE1 MTERF4
NAE1 TNFSF10
NAE1 CHCHD6
NAE1 GPHN
NAE1 CHMP4A
NAE1 DDX41
NAE1 MZB1
NAE1 PPP1R13L
NAE1 CASP7
NAE1 TNFSF12
NAE1 CDR2L
NAE1 FAM3C
NAE1 SYT11
NAE1 CARD14
NAE1 RDH13
NAE1 CRAMP1
NAE1 TPR
NAE1 HDAC2
NAE1 HDAC1
NAE1 HTT
NAE1 GSTM2
NAE1 UNG
NAE1 MYD88
NAE1 CUL7
NAE1 CDC25A
NAE1 ELMO3
NAE1 BRIP1
NAE1 SELENOV
NAE1 IL2
NAE1 MORF4L1
NAE1 OBP2A
NAE1 CENPI
NAE1 WEE1
NAE1 MTA1
NAE1 DET1
NAE1 PRPF19
NAE1 TENT4A
NAE1 SMC1A
NAE1 CCDC59
NAE1 STAMBP
NAE1 HLA-DQB1
NAE1 TMEM268
NAE1 NTHL1
NAE1 RNASE6
NAE1 RAD9B
NAE1 RDM1
NAE1 ERCC6L
NAE1 TRAK2
NAE1 RNF220
NAE1 ATAD2B
NAE1 PTH
NAE1 SPIN1
NAE1 ARHGEF35
NAE1 ABL1
NAE1 ABL2
NAE1 CD2
NAE1 SNCA
NAE1 ZNF41
NAE1 PA2G4
NAE1 CUL9
NAE1 NFKB1
NAE1 LCN2
NAE1 LCP1
NAE1 NOB1
NAE1 FAM111B
NAE1 NT5C2
NAE1 MAPK3
NAE1 MAPK1
NAE1 SMC2
NAE1 MAPK8
NAE1 PSMB6
NAE1 NDUFA13
NAE1 PSMB10
NAE1 TMEM86B
NAE1 CCNJ
NAE1 MTFR1L
NAE1 CCNB1
NAE1 RPA1
NAE1 NTF3
NAE1 TNFRSF1B
NAE1 TNFRSF1A
NAE1 TERF2
NAE1 NLRP3
NAE1 STK3
NAE1 LTA
NAE1 PKHD1
NAE1 DUSP22
NAE1 LSM11
NAE1 ALKBH3
NAE1 SHPRH
NAE1 FKBP5
NAE1 RNF113A
NAE1 UFC1
NAE1 EHD4
NAE1 RUVBL2
NAE1 ERCC3
NAE1 EIF5A
NAE1 NPM1
NAE1 MADD
NAE1 DIDO1
NAE1 REN
NAE1 SLFN11
NAE1 SRP68
NAE1 CSE1L
NAE1 BMF
NAE1 FAM83D
NAE1 GAD2
NAE1 CSF2RB
NAE1 DIABLO
NAE1 PRKDC
NAE1 FAM107B
NAE1 PFDN5
NAE1 ATP5MJ
NAE1 SMC6
NAE1 ZNF511
NAE1 SMC3
NAE1 BAG3
NAE1 BAG4
NAE1 MSH3
NAE1 MSH2
NAE1 TOX4
NAE1 ATR
NAE1 ALDH5A1
NAE1 ZC3HC1
NAE1 AHSA1
NAE1 CD72
NAE1 WDR45
NAE1 GJA9
NAE1 RNF6
NAE1 PRCC
NAE1 RECQL4
NAE1 C12orf4
NAE1 BCL2L1
NAE1 CIC
NAE1 GAS2
NAE1 USP14
NAE1 ZFP82
NAE1 FAS
NAE1 FXR1
NAE1 KHSRP
NAE1 SEC63
NAE1 BCL2L10
NAE1 PDCD10
NAE1 PDCD6IP
NAE1 UBE2W
NAE1 NRBP2
NAE1 PPME1
NAE1 TTC39C
NAE1 CASP9
NAE1 VAV1
NAE1 ENDOG
NAE1 M6PR
NAE1 BBC3
NAE1 MAGEH1
NAE1 CAMKK2
NAE1 STIM2
NAE1 KYAT1
NAE1 AIG1
NAE1 CLASP1
NAE1 UBE2E3
NAE1 ELFN2
NAE1 ATMIN
NAE1 TMED3
NAE1 TELO2
NAE1 FADD
NAE1 FBXO44
NAE1 BIRC2
NAE1 TNFRSF6B
NAE1 INHBA
NAE1 UBE2N
NAE1 ATG9A
NAE1 HOXB4
NAE1 DERL3
NAE1 TK1
NAE1 DDB2
NAE1 KLHL1
NAE1 PMAIP1
NAE1 WDR48
NAE1 XPC
NAE1 STARD3
NAE1 BCL2L11
NAE1 PWWP3A
NAE1 DDB1
NAE1 CXCL8
NAE1 SH3RF2
NAE1 BNIP3
NAE1 BNIP1
NAE1 OGFR
NAE1 DONSON
NAE1 TNFRSF18
NAE1 MUTYH
NAE1 BROX
NAE1 PDE1B
NAE1 NAIP
NAE1 ATG10
NAE1 NGFR
NAE1 RTN4
NAE1 TP53INP1
NAE1 CDC25C
NAE1 CDC34
NAE1 PDE9A
NAE1 RECK
NAE1 BRCA2
NAE1 SHISA5
NAE1 RAD54L
NAE1 SAE1
NAE1 UBA2
NAE1 BIRC7
NAE1 TMCC3
NAE1 GGA1
NAE1 SGK1
NAE1 TMC6
NAE1 ALDH3A1
NAE1 POLH
NAE1 ZNF346
NAE1 NSMCE1
NAE1 PRKCZ
NAE1 PSMA5
NAE1 DEDD2
NAE1 ZNF628
NAE1 NUDT18
NAE1 ERLIN1
NAE1 MAPK8IP3
NAE1 TNFAIP8
NAE1 CDC6
NAE1 CARD9
NAE1 ALKBH7
NAE1 ERCC1
NAE1 TCEANC2
NAE1 NPTXR
NAE1 ANXA7
NAE1 APAF1
NAE1 C1orf112
NAE1 CHEK2
NAE1 NEIL1
NAE1 GNB1L
NAE1 CDC42EP2
NAE1 SPATA3
NAE1 LMTK2
NAE1 MEN1
NAE1 VIPR2
NAE1 RAB12
NAE1 UBE2QL1
NAE1 PDCD2
NAE1 PSMA3
NAE1 PSMA6
NAE1 GDNF
NAE1 NLRC4
NAE1 MRPS28
NAE1 GSN
NAE1 WDR13
NAE1 KLK15
NAE1 UNC13B
NAE1 TFDP1
NAE1 NXN
NAE1 PDCD7
NAE1 HTRA2
NAE1 SFTPD
NAE1 L3MBTL4
NAE1 ATG3
NAE1 PMS1
NAE1 LTBR
NAE1 SS18L2
NAE1 PDCD4
NAE1 ALKBH2
NAE1 HSPA14
NAE1 CNTD1
NAE1 DPP9
NAE1 USP20
NAE1 PAF1
NAE1 GLRX5
NAE1 QSOX2
NAE1 SIRT1
NAE1 FOSL2
NAE1 DPF2
NAE1 PRRT2
NAE1 BORCS6
NAE1 ALKBH4
NAE1 UBE4B
NAE1 OSGIN1
NAE1 SIPA1
NAE1 BAG1
NAE1 COMMD3
NAE1 PADI1
NAE1 FAP
NAE1 LAMP1
NAE1 GZMA
NAE1 ZNF772
NAE1 RAD54B
NAE1 HMOX1
NAE1 EME1
NAE1 SUN5
NAE1 TP53BP2
NAE1 TP53BP1
NAE1 TP53
NAE1 TOP3A
NAE1 ATG5
NAE1 IL2RA
NAE1 TOP2A
NAE1 UBE2F
NAE1 TOP1
NAE1 CDR2
NAE1 GADD45G
NAE1 EDAR
NAE1 ATP5F1B
NAE1 PLAUR
NAE1 RPA4
NAE1 CCNB2
NAE1 AIFM1
NAE1 CLTA
NAE1 BID
NAE1 C1QTNF1
NAE1 P2RX1
NAE1 CUL5
NAE1 WDR4
NAE1 PPP1R15A
NAE1 RNASEH2C
NAE1 WRN
NAE1 E2F1
NAE1 JUN
NAE1 JUNB
NAE1 JUND
NAE1 NEK1
NAE1 TDP2
NAE1 ERCC5
NAE1 PKIG
NAE1 SOX10
NAE1 CNTRL
NAE1 NUDT1
NAE1 SNRNP35
NAE1 CSNK1E
NAE1 ACADL
NAE1 ALPK3
NAE1 CSNK2A1
NAE1 CHAT
NAE1 EIF3G
NAE1 ZCCHC24
NAE1 ESS2
NAE1 CD40LG
NAE1 MED6
NAE1 NAALAD2
NAE1 KLHL33
NAE1 BIRC8
NAE1 MRPS10
NAE1 YARS1
NAE1 GPN1
NAE1 RAD23B
NAE1 RAD23A
NAE1 RAD17
NAE1 VPS4A
NAE1 NOLC1
NAE1 BLM
NAE1 PTEN
NAE1 NUP58
NAE1 DERL2
NAE1 ASCC1
NAE1 SLC35C2
NAE1 PSME1
NAE1 CYBA
NAE1 DYDC2
NAE1 FAIM
NAE1 TRIM37
NAE1 EP300
NAE1 ECHS1
NAE1 GLUD1
NAE1 MFSD3
NAE1 MX1
NAE1 EPB42
NAE1 HINT1
NAE1 SUPT4H1
NAE1 CCNE1
NAE1 ATAD3A
NAE1 NACAD
NAE1 SYNGR2
NAE1 TENT5A
NAE1 FANCI
NAE1 BAP1
NAE1 LMNTD1
NAE1 SLC44A3
NAE1 BRCA1
NAE1 TONSL
NAE1 UBE2M
NAE1 CDC45
NAE1 NFKB2
NAE1 NFKBIA
NAE1 BIK
NAE1 PRDM6
NAE1 MBNL1
NAE1 C1D
NAE1 ZNF566
NAE1 WWOX
NAE1 MED28
NAE1 FASLG
NAE1 RSRC1
NAE1 LIPA
NAE1 BCL10
NAE1 RAD50
NAE1 LIG3
NAE1 NR4A2
NAE1 CCDC115
NAE1 AQP1
NAE1 GTF2H1
NAE1 DNMT3B
NAE1 CD38
NAE1 ALAD
NAE1 PEX7
NAE1 TTLL6
NAE1 DNMT1
NAE1 FEM1B
NAE1 BAK1
NAE1 PLA2G10
NAE1 PTRHD1
NAE1 APOB
NAE1 CEACAM3
NAE1 SOD1
NAE1 BAX
NAE1 UTP14A
NAE1 INCENP
NAE1 MSH6
NAE1 TOMM34
NAE1 DFFA
NAE1 DFFB
NAE1 ANK1
NAE1 SUMO1
NAE1 ZNF507
NAE1 IGF1R
NAE1 PLXDC1
NAE1 RUFY1
NAE1 BRAF
NAE1 PECR
NAE1 FCER2
NAE1 CCDC190
NAE1 UBE2O
NAE1 MRPL39
NAE1 CARD16
NAE1 AQP2
NAE1 NSUN4
NAE1 GZMM
NAE1 ATRAID
NAE1 FAHD2B
NAE1 UCHL1
NAE1 PITPNM2
NAE1 TRIM40
NAE1 STK17A
NAE1 STK17B
NAE1 TXNL1
NAE1 CDK1
NAE1 FUZ
NAE1 BRWD1
NAE1 PLK4
NAE1 CDK11B
NAE1 DTL
NAE1 QSOX1
NAE1 PLA2G6
NAE1 ATG12
NAE1 PDCD5
NAE1 STAU2
NAE1 NFYA
NAE1 APEX2
NAE1 SMARCAL1
NAE1 WWC3
NAE1 PRKAB1
NAE1 ERCC4
NAE1 DUSP9
NAE1 DVL2
NAE1 PRKAA2
NAE1 CX3CR1
NAE1 ZNF184
NAE1 FANCC
NAE1 FANCD2
NAE1 OGG1
NAE1 RAF1
NAE1 PSMB8
NAE1 CD3G
NAE1 ZNF443
NAE1 INHA
NAE1 BCAP31
NAE1 ATG4C
NAE1 AIFM2
NAE1 ALKBH5
NAE1 GPRIN2
NAE1 LZTS2
NAE1 KIF4A
NAE1 MMS19
NAE1 PPM1F
NAE1 CHAF1A
NAE1 PSMB9
NAE1 SATB2
NAE1 PJA1
NAE1 TTF1
NAE1 ACIN1
NAE1 CASP8
NAE1 FCRL4
NAE1 NLRP1
NAE1 POLR2F
NAE1 PBX1
NAE1 KCTD20
NAE1 HUS1
NAE1 NIM1K
NAE1 MTG2
NAE1 PSME4
NAE1 PAXIP1
NAE1 PIAS1
NAE1 H2BC17
NAE1 CETN2
NAE1 FKBP3
NAE1 CCDC77
NAE1 PIGM
NAE1 CHAF1B
NAE1 RBPJL
NAE1 HTATIP2
NAE1 TESK1
NAE1 SMPD1
NAE1 SPRY2
NAE1 UBA3
NAE1 ERO1B
NAE1 SIT1
NAE1 TRPM4
NAE1 TNFRSF21
NAE1 RPE
NAE1 ACE
NAE1 SEPTIN1
NAE1 DLAT
NAE1 DDI1
NAE1 FTO
NAE1 GINS2
NAE1 TERF2IP
NAE1 AIFM3
NAE1 TRA2A
NAE1 RAD9A
NAE1 MUS81
NAE1 IL18
NAE1 IL17A
NAE1 FANCE
NAE1 ACTMAP
NAE1 ILF2
NAE1 WDR77
NAE1 TP53AIP1
NAE1 SMIM7
NAE1 ATP6V0D2
NAE1 MTRFR
NAE1 CYP24A1
NAE1 MOAP1
NAE1 CDKN1B
NAE1 CDKN1A
NAE1 RPA2
NAE1 RPA3
NAE1 CDK7
NAE1 CLCN7
NAE1 IAPP
NAE1 TP73
NAE1 FASTK
NAE1 RNPS1
NAE1 UBE2S
NAE1 FAHD2A
NAE1 CRELD2
NAE1 SRSF8
NAE1 SESN2
NAE1 COMMD2
NAE1 CLTB
NAE1 MRE11
NAE1 ARHGEF6
NAE1 LAMC3
NAE1 PRPH
NAE1 AMIGO2
NAE1 LY86
NAE1 TCOF1
NAE1 AKTIP
NAE1 TCF21
NAE1 UBE2U
NAE1 CD40
NAE1 HCN1
NAE1 KIF23
NAE1 BAZ1A
NAE1 TOPBP1
NAE1 ERO1A
NAE1 TSG101
NAE1 PELI1
NAE1 TYMS
NAE1 BCAP29
NAE1 C19orf53
NAE1 AEBP2
NAE1 TNFRSF10A
NAE1 LDOC1
NAE1 LDLRAP1
NAE1 BECN1
NAE1 USP33
NAE1 RECQL
NAE1 SNUPN
NAE1 MCPH1
NAE1 SULF1
NAE1 MIOS
NAE1 ENPP1
NAE1 LRRC59
NAE1 KIN
NAE1 UBE2J1
NAE1 CASP14
NAE1 CDC14B
NAE1 AURKB
NAE1 XPR1
NAE1 UBE2J2
NAE1 CDC20B
NAE1 FCMR
NAE1 KLHDC2
NAE1 REPIN1
NAE1 SPDYA
NAE1 CALR3
NAE1 ATM
NAE1 ATOX1
NAE1 ACAD9
NAE1 UBE3C
NAE1 PKD2
NAE1 ORC1
SLC29A1 STK17A
SLC29A1 CKS2
SLC29A1 MAPKAPK2
SLC29A1 CAMK1D
SLC29A1 MAP3K1
SLC29A1 PLK3
SLC29A1 KCND1
SLC29A1 WNK4
SLC29A1 PKMYT1
SLC29A1 DLGAP4
SLC29A1 RBM12
SLC29A1 PAK1
SLC29A1 RPS6KL1
SLC29A1 MAPK10
SLC29A1 PRKD3
SLC29A1 MAP2K7
SLC29A1 ASPM
SLC29A1 CSNK1E
SLC29A1 FLT1
SLC29A1 TYRO3
SLC29A1 PKIA
SLC29A1 STYXL1
SLC29A1 KHK
SLC29A1 PI4K2A
SLC29A1 KDR
SLC29A1 LMTK2
SLC29A1 DVL2
SLC29A1 TAOK3
SLC29A1 PDPK1
SLC29A1 TNK1
SLC29A1 CSK
SLC29A1 RNASEL
SLC29A1 UCK1
SLC29A1 CAMK1
SLC29A1 SMAD4
SLC29A1 RRM1
SLC29A1 RIPK1
SLC29A1 TK2
SLC29A1 FER
SLC29A1 PANK2
SLC29A1 PRKD2
SLC29A1 MAP4K5
SLC29A1 AK1
SLC29A1 GRK6
SLC29A1 CARS1
SLC29A1 MAGI3
SLC29A1 ATR
SLC29A1 AURKAIP1
SLC29A1 NEK6
SLC29A1 MAP3K7
SLC29A1 HIPK1
SLC29A1 PKN2
SLC29A1 FURIN
SLC29A1 HCK
SLC29A1 MAPKAP1
SLC29A1 SLC30A2
SLC29A1 VRK3
SLC29A1 MARK1
SLC29A1 CSE1L
SLC29A1 SNRK
SLC29A1 CDKL5
SLC29A1 CD47
SLC29A1 SPHK1
SLC29A1 EPHA1
SLC29A1 STAT4
SLC29A1 CDKN2A
SLC29A1 DGKA
SLC29A1 PSMB4
SLC29A1 RIPK2
SLC29A1 CSNK1D
SLC29A1 STK33
SLC29A1 CFLAR
SLC29A1 PSMB10
SLC29A1 AURKA
SLC29A1 ITPKC
STK17A RRM1
STK17A ABCB1
STK17A ABCC10
STK17A CDA
STK17A TYMS
STK17A DCK
STK17A CMPK1
STK17A SLC29A2
CKS2 RRM1
CKS2 ABCB1
CKS2 ABCC10
CKS2 CDA
CKS2 TYMS
CKS2 CMPK1
CKS2 DCK
CKS2 SLC29A2
MAPKAPK2 DCK
MAPKAPK2 TP53
MAPKAPK2 ABCB1
MAPKAPK2 ABCC10
MAPKAPK2 TYMS
MAPKAPK2 EGF
MAPKAPK2 RRM1
MAPKAPK2 CDA
MAPKAPK2 CMPK1
MAPKAPK2 SLC29A2
CAMK1D RRM1
CAMK1D ABCB1
CAMK1D ABCC10
CAMK1D DCK
CAMK1D TYMS
CAMK1D CDA
CAMK1D CMPK1
CAMK1D SLC29A2
MAP3K1 RRM1
MAP3K1 ABCB1
MAP3K1 ABCC10
MAP3K1 CDA
MAP3K1 TYMS
MAP3K1 DCK
MAP3K1 CMPK1
MAP3K1 SLC29A2
PLK3 RRM1
PLK3 ABCB1
PLK3 ABCC10
PLK3 CDA
PLK3 DCK
PLK3 TYMS
PLK3 CMPK1
PLK3 SLC29A2
KCND1 DCK
KCND1 TYMS
KCND1 ABCB1
KCND1 CDA
KCND1 RRM1
KCND1 ABCC10
KCND1 CMPK1
KCND1 SLC29A2
WNK4 DCK
WNK4 TYMS
WNK4 ABCB1
WNK4 CDA
WNK4 RRM1
WNK4 ABCC10
WNK4 CMPK1
WNK4 SLC29A2
PKMYT1 RRM1
PKMYT1 ABCB1
PKMYT1 ABCC10
PKMYT1 PTEN
PKMYT1 CDA
PKMYT1 TYMS
PKMYT1 DCK
PKMYT1 CMPK1
PKMYT1 SLC29A2
DLGAP4 DCK
DLGAP4 TYMS
DLGAP4 ABCB1
DLGAP4 CDA
DLGAP4 RRM1
DLGAP4 ABCC10
DLGAP4 CMPK1
DLGAP4 SLC29A2
RBM12 RRM1
RBM12 ABCB1
RBM12 ABCC10
RBM12 CDA
RBM12 TYMS
RBM12 CMPK1
RBM12 DCK
RBM12 SLC29A2
PAK1 DCK
PAK1 TYMS
PAK1 ABCB1
PAK1 CDA
PAK1 RRM1
PAK1 ABCC10
PAK1 CMPK1
PAK1 SLC29A2
RPS6KL1 RRM1
RPS6KL1 ABCB1
RPS6KL1 ABCC10
RPS6KL1 CDA
RPS6KL1 DCK
RPS6KL1 TYMS
RPS6KL1 CMPK1
RPS6KL1 SLC29A2
MAPK10 DCK
MAPK10 TYMS
MAPK10 ABCB1
MAPK10 CDA
MAPK10 RRM1
MAPK10 ABCC10
MAPK10 CMPK1
MAPK10 SLC29A2
PRKD3 DCK
PRKD3 TYMS
PRKD3 ABCB1
PRKD3 CDA
PRKD3 RRM1
PRKD3 ABCC10
PRKD3 CMPK1
PRKD3 SLC29A2
MAP2K7 DCK
MAP2K7 MAPK8
MAP2K7 MAP2K4
MAP2K7 ABCB1
MAP2K7 CDA
MAP2K7 TYMS
MAP2K7 RRM1
MAP2K7 ABCC10
MAP2K7 CMPK1
MAP2K7 SLC29A2
ASPM DCK
ASPM TYMS
ASPM ABCB1
ASPM CDA
ASPM RRM1
ASPM ABCC10
ASPM CMPK1
ASPM SLC29A2
CSNK1E RRM1
CSNK1E ABCB1
CSNK1E ABCC10
CSNK1E AXIN1
CSNK1E CDA
CSNK1E DCK
CSNK1E TYMS
CSNK1E CMPK1
CSNK1E SLC29A2
FLT1 RRM1
FLT1 ABCB1
FLT1 ABCC10
FLT1 CDA
FLT1 TYMS
FLT1 CMPK1
FLT1 DCK
FLT1 SLC29A2
TYRO3 DCK
TYRO3 TYMS
TYRO3 ABCB1
TYRO3 CDA
TYRO3 RRM1
TYRO3 ABCC10
TYRO3 CMPK1
TYRO3 SLC29A2
PKIA RRM1
PKIA ABCB1
PKIA TP53
PKIA ABCC10
PKIA CDA
PKIA TYMS
PKIA DCK
PKIA CMPK1
PKIA SLC29A2
STYXL1 RRM1
STYXL1 ABCB1
STYXL1 ABCC10
STYXL1 CDA
STYXL1 TYMS
STYXL1 CMPK1
STYXL1 DCK
STYXL1 SLC29A2
KHK DCK
KHK TYMS
KHK ABCB1
KHK CDA
KHK RRM1
KHK ABCC10
KHK CMPK1
KHK SLC29A2
PI4K2A RRM1
PI4K2A ABCB1
PI4K2A ABCC10
PI4K2A CDA
PI4K2A TYMS
PI4K2A CMPK1
PI4K2A DCK
PI4K2A SLC29A2
KDR PPM1D
KDR ZBTB32
KDR WRAP53
KDR RAD51
KDR IGF1
KDR CDK2
KDR MDM2
KDR NHP2
KDR PARP1
KDR USP1
KDR GTF2H1
KDR MTOR
KDR PMS2
KDR RAD9A
KDR RAD23B
KDR SSBP1
KDR POLR2A
KDR DCK
KDR CDA
KDR RRM1
KDR MAPK12
KDR RBX1
KDR RPL13A
KDR BID
KDR TYMS
KDR BRCA1
KDR ABCC10
KDR EGFR
KDR PARP2
KDR IGFBP3
KDR TNFRSF10B
KDR SLC29A2
KDR CETN2
KDR SESN2
KDR CDK6
KDR POLD1
KDR ABCB1
KDR UNG
KDR ATM
KDR RELA
KDR CMPK1
KDR ERCC1
LMTK2 RRM1
LMTK2 ABCB1
LMTK2 ABCC10
LMTK2 CDA
LMTK2 TYMS
LMTK2 CMPK1
LMTK2 DCK
LMTK2 SLC29A2
DVL2 RRM1
DVL2 ABCB1
DVL2 ABCC10
DVL2 DCK
DVL2 TYMS
DVL2 CDA
DVL2 CMPK1
DVL2 SLC29A2
TAOK3 RRM1
TAOK3 ABCB1
TAOK3 ABCC10
TAOK3 CDA
TAOK3 TYMS
TAOK3 DCK
TAOK3 CMPK1
TAOK3 SLC29A2
PDPK1 RRM1
PDPK1 ABCB1
PDPK1 ABCC10
PDPK1 CDA
PDPK1 TYMS
PDPK1 CMPK1
PDPK1 DCK
PDPK1 SLC29A2
TNK1 DCK
TNK1 TYMS
TNK1 ABCB1
TNK1 CDA
TNK1 RRM1
TNK1 ABCC10
TNK1 CMPK1
TNK1 SLC29A2
CSK RRM1
CSK ABCB1
CSK ABCC10
CSK DCK
CSK TYMS
CSK CDA
CSK CMPK1
CSK SLC29A2
RNASEL RRM1
RNASEL ABCB1
RNASEL ABCC10
RNASEL DCK
RNASEL TYMS
RNASEL CDA
RNASEL CMPK1
RNASEL SLC29A2
UCK1 RRM1
UCK1 DCK
UCK1 TYMS
UCK1 ABCB1
UCK1 CDA
UCK1 ABCC10
UCK1 CMPK1
UCK1 SLC29A2
CAMK1 DCK
CAMK1 TYMS
CAMK1 ABCB1
CAMK1 CDA
CAMK1 RRM1
CAMK1 ABCC10
CAMK1 CMPK1
CAMK1 SLC29A2
SMAD4 RRM1
SMAD4 ABCB1
SMAD4 ABCC10
SMAD4 SMAD7
SMAD4 DCK
SMAD4 TYMS
SMAD4 CDA
SMAD4 SNW1
SMAD4 CMPK1
SMAD4 SLC29A2
RRM1 REV3L
RRM1 EPHA1
RRM1 CFLAR
RRM1 RIPK2
RRM1 PPM1D
RRM1 CDKL5
RRM1 AURKA
RRM1 GRK6
RRM1 CDKN2A
RRM1 ZBTB32
RRM1 STAT4
RRM1 AURKAIP1
RRM1 DGKA
RRM1 WRAP53
RRM1 RAD51
RRM1 PRKD2
RRM1 FURIN
RRM1 IGF1
RRM1 RIPK1
RRM1 CDK2
RRM1 MDM2
RRM1 FER
RRM1 NHP2
RRM1 PARP1
RRM1 USP1
RRM1 GTF2H1
RRM1 PKN2
RRM1 ATR
RRM1 PANK2
RRM1 MAP4K5
RRM1 BRCA1
RRM1 IGFBP3
RRM1 EGFR
RRM1 VRK3
RRM1 CETN2
RRM1 MARK1
RRM1 SPHK1
RRM1 PSMB4
RRM1 STK33
RRM1 PSMB10
RRM1 ERCC1
RRM1 MTOR
RRM1 PMS2
RRM1 CARS1
RRM1 MAPK12
RRM1 NEK6
RRM1 PARP2
RRM1 TK2
RRM1 SLC30A2
RRM1 CSE1L
RRM1 SESN2
RRM1 ABCB1
RRM1 UNG
RRM1 RELA
RRM1 MAPKAP1
RRM1 POLR2A
RRM1 DCK
RRM1 CDA
RRM1 RBX1
RRM1 RPL13A
RRM1 BID
RRM1 TYMS
RRM1 ABCC10
RRM1 MAP3K7
RRM1 SLC29A2
RRM1 CDK6
RRM1 CD47
RRM1 POLD1
RRM1 CSNK1D
RRM1 RAD23B
RRM1 CMPK1
RRM1 ITPKC
RRM1 RAD9A
RRM1 SSBP1
RRM1 AK1
RRM1 MAGI3
RRM1 HIPK1
RRM1 HCK
RRM1 TNFRSF10B
RRM1 SNRK
RRM1 ATM
RIPK1 DCK
RIPK1 TYMS
RIPK1 ABCB1
RIPK1 CDA
RIPK1 ABCC10
RIPK1 CMPK1
RIPK1 SLC29A2
TK2 ABCB1
TK2 ABCC10
TK2 DCK
TK2 TYMS
TK2 CDA
TK2 CMPK1
TK2 SLC29A2
FER DCK
FER TYMS
FER ABCB1
FER CDA
FER ABCC10
FER CMPK1
